year,round,from_country_id,to_country_id,from_country,to_country,total_points,tele_points,jury_points
1981-05-01,final,DE,IE,GERMANY,IRELAND,6,0,6
1981-05-01,final,DK,IE,DENMARK,IRELAND,12,0,12
1981-05-01,final,ES,IE,SPAIN,IRELAND,5,0,5
1981-05-01,final,FI,IE,FINLAND,IRELAND,0,0,0
1981-05-01,final,FR,IE,FRANCE,IRELAND,6,0,6
1981-05-01,final,GB,IE,UNITED KINGDOM,IRELAND,0,0,0
1981-05-01,final,GR,IE,GREECE,IRELAND,10,0,10
1981-05-01,final,IE,IE,IRELAND,IRELAND,0,0,0
1981-05-01,final,IL,IE,ISRAEL,IRELAND,10,0,10
1981-05-01,final,LU,IE,LUXEMBOURG,IRELAND,10,0,10
1981-05-01,final,NL,IE,NETHERLANDS,IRELAND,10,0,10
1981-05-01,final,NO,IE,NORWAY,IRELAND,0,0,0
1981-05-01,final,PT,IE,PORTUGAL,IRELAND,0,0,0
1981-05-01,final,SE,IE,SWEDEN,IRELAND,7,0,7
1981-05-01,final,TR,IE,TURKIYE,IRELAND,3,0,3
1981-05-01,final,YU,IE,YUGOSLAVIA,IRELAND,5,0,5
1981-05-01,final,AT,IL,AUSTRIA,ISRAEL,8,0,8
1981-05-01,final,BE,IL,BELGIUM,ISRAEL,0,0,0
1981-05-01,final,CH,IL,SWITZERLAND,ISRAEL,4,0,4
1981-05-01,final,CY,IL,CYPRUS,ISRAEL,0,0,0
1981-05-01,final,DE,IL,GERMANY,ISRAEL,0,0,0
1981-05-01,final,DK,IL,DENMARK,ISRAEL,0,0,0
1981-05-01,final,ES,IL,SPAIN,ISRAEL,0,0,0
1981-05-01,final,FI,IL,FINLAND,ISRAEL,6,0,6
1981-05-01,final,FR,IL,FRANCE,ISRAEL,0,0,0
1981-05-01,final,GB,IL,UNITED KINGDOM,ISRAEL,4,0,4
1981-05-01,final,GR,IL,GREECE,ISRAEL,0,0,0
1981-05-01,final,IE,IL,IRELAND,ISRAEL,7,0,7
1981-05-01,final,IL,IL,ISRAEL,ISRAEL,0,0,0
1981-05-01,final,LU,IL,LUXEMBOURG,ISRAEL,4,0,4
1981-05-01,final,NL,IL,NETHERLANDS,ISRAEL,7,0,7
1981-05-01,final,NO,IL,NORWAY,ISRAEL,8,0,8
1981-05-01,final,PT,IL,PORTUGAL,ISRAEL,5,0,5
1981-05-01,final,SE,IL,SWEDEN,ISRAEL,3,0,3
1981-05-01,final,TR,IL,TURKIYE,ISRAEL,0,0,0
1981-05-01,final,YU,IL,YUGOSLAVIA,ISRAEL,0,0,0
1981-05-01,final,AT,LU,AUSTRIA,LUXEMBOURG,10,0,10
1981-05-01,final,BE,LU,BELGIUM,LUXEMBOURG,0,0,0
1981-05-01,final,CH,LU,SWITZERLAND,LUXEMBOURG,6,0,6
1981-05-01,final,CY,LU,CYPRUS,LUXEMBOURG,0,0,0
1981-05-01,final,DE,LU,GERMANY,LUXEMBOURG,5,0,5
1981-05-01,final,DK,LU,DENMARK,LUXEMBOURG,0,0,0
1981-05-01,final,ES,LU,SPAIN,LUXEMBOURG,1,0,1
1981-05-01,final,FI,LU,FINLAND,LUXEMBOURG,4,0,4
1981-05-01,final,FR,LU,FRANCE,LUXEMBOURG,3,0,3
1981-05-01,final,GB,LU,UNITED KINGDOM,LUXEMBOURG,0,0,0
1981-05-01,final,GR,LU,GREECE,LUXEMBOURG,0,0,0
1981-05-01,final,IE,LU,IRELAND,LUXEMBOURG,0,0,0
1981-05-01,final,IL,LU,ISRAEL,LUXEMBOURG,3,0,3
1981-05-01,final,LU,LU,LUXEMBOURG,LUXEMBOURG,0,0,0
1981-05-01,final,NL,LU,NETHERLANDS,LUXEMBOURG,0,0,0
1981-05-01,final,NO,LU,NORWAY,LUXEMBOURG,0,0,0
1981-05-01,final,PT,LU,PORTUGAL,LUXEMBOURG,4,0,4
1981-05-01,final,SE,LU,SWEDEN,LUXEMBOURG,5,0,5
1981-05-01,final,TR,LU,TURKIYE,LUXEMBOURG,0,0,0
1981-05-01,final,YU,LU,YUGOSLAVIA,LUXEMBOURG,0,0,0
1981-05-01,final,AT,NL,AUSTRIA,NETHERLANDS,3,0,3
1981-05-01,final,BE,NL,BELGIUM,NETHERLANDS,2,0,2
1981-05-01,final,CH,NL,SWITZERLAND,NETHERLANDS,0,0,0
1981-05-01,final,CY,NL,CYPRUS,NETHERLANDS,2,0,2
1981-05-01,final,DE,NL,GERMANY,NETHERLANDS,3,0,3
1981-05-01,final,DK,NL,DENMARK,NETHERLANDS,7,0,7
1981-05-01,final,ES,NL,SPAIN,NETHERLANDS,7,0,7
1981-05-01,final,FI,NL,FINLAND,NETHERLANDS,0,0,0
1981-05-01,final,FR,NL,FRANCE,NETHERLANDS,2,0,2
1981-05-01,final,GB,NL,UNITED KINGDOM,NETHERLANDS,6,0,6
1981-05-01,final,GR,NL,GREECE,NETHERLANDS,3,0,3
1981-05-01,final,IE,NL,IRELAND,NETHERLANDS,0,0,0
1981-05-01,final,IL,NL,ISRAEL,NETHERLANDS,4,0,4
1981-05-01,final,LU,NL,LUXEMBOURG,NETHERLANDS,0,0,0
1981-05-01,final,NL,NL,NETHERLANDS,NETHERLANDS,0,0,0
1981-05-01,final,NO,NL,NORWAY,NETHERLANDS,0,0,0
1981-05-01,final,PT,NL,PORTUGAL,NETHERLANDS,7,0,7
1981-05-01,final,SE,NL,SWEDEN,NETHERLANDS,0,0,0
1981-05-01,final,TR,NL,TURKIYE,NETHERLANDS,5,0,5
1981-05-01,final,YU,NL,YUGOSLAVIA,NETHERLANDS,0,0,0
1981-05-01,final,AT,NO,AUSTRIA,NORWAY,0,0,0
1981-05-01,final,BE,NO,BELGIUM,NORWAY,0,0,0
1981-05-01,final,CH,NO,SWITZERLAND,NORWAY,0,0,0
1981-05-01,final,CY,NO,CYPRUS,NORWAY,0,0,0
1981-05-01,final,DE,NO,GERMANY,NORWAY,0,0,0
1981-05-01,final,DK,NO,DENMARK,NORWAY,0,0,0
1981-05-01,final,ES,NO,SPAIN,NORWAY,0,0,0
1981-05-01,final,FI,NO,FINLAND,NORWAY,0,0,0
1981-05-01,final,FR,NO,FRANCE,NORWAY,0,0,0
1981-05-01,final,GB,NO,UNITED KINGDOM,NORWAY,0,0,0
1981-05-01,final,GR,NO,GREECE,NORWAY,0,0,0
1981-05-01,final,IE,NO,IRELAND,NORWAY,0,0,0
1981-05-01,final,IL,NO,ISRAEL,NORWAY,0,0,0
1981-05-01,final,LU,NO,LUXEMBOURG,NORWAY,0,0,0
1981-05-01,final,NL,NO,NETHERLANDS,NORWAY,0,0,0
1981-05-01,final,NO,NO,NORWAY,NORWAY,0,0,0
1981-05-01,final,PT,NO,PORTUGAL,NORWAY,0,0,0
1981-05-01,final,SE,NO,SWEDEN,NORWAY,0,0,0
1981-05-01,final,TR,NO,TURKIYE,NORWAY,0,0,0
1981-05-01,final,YU,NO,YUGOSLAVIA,NORWAY,0,0,0
1981-05-01,final,AT,PT,AUSTRIA,PORTUGAL,0,0,0
1981-05-01,final,BE,PT,BELGIUM,PORTUGAL,0,0,0
1981-05-01,final,CH,PT,SWITZERLAND,PORTUGAL,0,0,0
1981-05-01,final,CY,PT,CYPRUS,PORTUGAL,0,0,0
1981-05-01,final,DE,PT,GERMANY,PORTUGAL,8,0,8
1981-05-01,final,DK,PT,DENMARK,PORTUGAL,0,0,0
1981-05-01,final,ES,PT,SPAIN,PORTUGAL,0,0,0
1981-05-01,final,FI,PT,FINLAND,PORTUGAL,0,0,0
1981-05-01,final,FR,PT,FRANCE,PORTUGAL,0,0,0
1981-05-01,final,GB,PT,UNITED KINGDOM,PORTUGAL,0,0,0
1981-05-01,final,GR,PT,GREECE,PORTUGAL,1,0,1
1981-05-01,final,IE,PT,IRELAND,PORTUGAL,0,0,0
1981-05-01,final,IL,PT,ISRAEL,PORTUGAL,0,0,0
1981-05-01,final,LU,PT,LUXEMBOURG,PORTUGAL,0,0,0
1981-05-01,final,NL,PT,NETHERLANDS,PORTUGAL,0,0,0
1981-05-01,final,NO,PT,NORWAY,PORTUGAL,0,0,0
1981-05-01,final,PT,PT,PORTUGAL,PORTUGAL,0,0,0
1981-05-01,final,SE,PT,SWEDEN,PORTUGAL,0,0,0
1981-05-01,final,TR,PT,TURKIYE,PORTUGAL,0,0,0
1981-05-01,final,YU,PT,YUGOSLAVIA,PORTUGAL,0,0,0
1981-05-01,final,AT,ES,AUSTRIA,SPAIN,0,0,0
1981-05-01,final,BE,ES,BELGIUM,SPAIN,0,0,0
1981-05-01,final,CH,ES,SWITZERLAND,SPAIN,2,0,2
1981-05-01,final,CY,ES,CYPRUS,SPAIN,0,0,0
1981-05-01,final,DE,ES,GERMANY,SPAIN,0,0,0
1981-05-01,final,DK,ES,DENMARK,SPAIN,0,0,0
1981-05-01,final,ES,ES,SPAIN,SPAIN,0,0,0
1981-05-01,final,FI,ES,FINLAND,SPAIN,0,0,0
1981-05-01,final,FR,ES,FRANCE,SPAIN,0,0,0
1981-05-01,final,GB,ES,UNITED KINGDOM,SPAIN,0,0,0
1981-05-01,final,GR,ES,GREECE,SPAIN,0,0,0
1981-05-01,final,IE,ES,IRELAND,SPAIN,3,0,3
1981-05-01,final,IL,ES,ISRAEL,SPAIN,6,0,6
1981-05-01,final,LU,ES,LUXEMBOURG,SPAIN,0,0,0
1981-05-01,final,NL,ES,NETHERLANDS,SPAIN,4,0,4
1981-05-01,final,NO,ES,NORWAY,SPAIN,10,0,10
1981-05-01,final,PT,ES,PORTUGAL,SPAIN,3,0,3
1981-05-01,final,SE,ES,SWEDEN,SPAIN,0,0,0
1981-05-01,final,TR,ES,TURKIYE,SPAIN,10,0,10
1981-05-01,final,YU,ES,YUGOSLAVIA,SPAIN,0,0,0
1981-05-01,final,AT,SE,AUSTRIA,SWEDEN,0,0,0
1981-05-01,final,BE,SE,BELGIUM,SWEDEN,4,0,4
1981-05-01,final,CH,SE,SWITZERLAND,SWEDEN,0,0,0
1981-05-01,final,CY,SE,CYPRUS,SWEDEN,1,0,1
1981-05-01,final,DE,SE,GERMANY,SWEDEN,10,0,10
1981-05-01,final,DK,SE,DENMARK,SWEDEN,5,0,5
1981-05-01,final,ES,SE,SPAIN,SWEDEN,0,0,0
1981-05-01,final,FI,SE,FINLAND,SWEDEN,1,0,1
1981-05-01,final,FR,SE,FRANCE,SWEDEN,12,0,12
1981-05-01,final,GB,SE,UNITED KINGDOM,SWEDEN,2,0,2
1981-05-01,final,GR,SE,GREECE,SWEDEN,0,0,0
1981-05-01,final,IE,SE,IRELAND,SWEDEN,0,0,0
1981-05-01,final,IL,SE,ISRAEL,SWEDEN,0,0,0
1981-05-01,final,LU,SE,LUXEMBOURG,SWEDEN,2,0,2
1981-05-01,final,NL,SE,NETHERLANDS,SWEDEN,0,0,0
1981-05-01,final,NO,SE,NORWAY,SWEDEN,6,0,6
1981-05-01,final,PT,SE,PORTUGAL,SWEDEN,0,0,0
1981-05-01,final,SE,SE,SWEDEN,SWEDEN,0,0,0
1981-05-01,final,TR,SE,TURKIYE,SWEDEN,0,0,0
1981-05-01,final,YU,SE,YUGOSLAVIA,SWEDEN,7,0,7
1981-05-01,final,AT,CH,AUSTRIA,SWITZERLAND,2,0,2
1981-05-01,final,BE,CH,BELGIUM,SWITZERLAND,0,0,0
1981-05-01,final,CH,CH,SWITZERLAND,SWITZERLAND,0,0,0
1981-05-01,final,CY,CH,CYPRUS,SWITZERLAND,10,0,10
1981-05-01,final,DE,CH,GERMANY,SWITZERLAND,7,0,7
1981-05-01,final,DK,CH,DENMARK,SWITZERLAND,4,0,4
1981-05-01,final,ES,CH,SPAIN,SWITZERLAND,4,0,4
1981-05-01,final,FI,CH,FINLAND,SWITZERLAND,12,0,12
1981-05-01,final,FR,CH,FRANCE,SWITZERLAND,10,0,10
1981-05-01,final,GB,CH,UNITED KINGDOM,SWITZERLAND,12,0,12
1981-05-01,final,GR,CH,GREECE,SWITZERLAND,4,0,4
1981-05-01,final,IE,CH,IRELAND,SWITZERLAND,12,0,12
1981-05-01,final,IL,CH,ISRAEL,SWITZERLAND,0,0,0
1981-05-01,final,LU,CH,LUXEMBOURG,SWITZERLAND,8,0,8
1981-05-01,final,NL,CH,NETHERLANDS,SWITZERLAND,1,0,1
1981-05-01,final,NO,CH,NORWAY,SWITZERLAND,12,0,12
1981-05-01,final,PT,CH,PORTUGAL,SWITZERLAND,8,0,8
1981-05-01,final,SE,CH,SWEDEN,SWITZERLAND,1,0,1
1981-05-01,final,TR,CH,TURKIYE,SWITZERLAND,2,0,2
1981-05-01,final,YU,CH,YUGOSLAVIA,SWITZERLAND,12,0,12
1981-05-01,final,AT,TR,AUSTRIA,TURKIYE,0,0,0
1981-05-01,final,BE,TR,BELGIUM,TURKIYE,0,0,0
1981-05-01,final,CH,TR,SWITZERLAND,TURKIYE,0,0,0
1981-05-01,final,CY,TR,CYPRUS,TURKIYE,0,0,0
1981-05-01,final,DE,TR,GERMANY,TURKIYE,0,0,0
1981-05-01,final,DK,TR,DENMARK,TURKIYE,0,0,0
1981-05-01,final,ES,TR,SPAIN,TURKIYE,0,0,0
1981-05-01,final,FI,TR,FINLAND,TURKIYE,5,0,5
1981-05-01,final,FR,TR,FRANCE,TURKIYE,0,0,0
1981-05-01,final,GB,TR,UNITED KINGDOM,TURKIYE,0,0,0
1981-05-01,final,GR,TR,GREECE,TURKIYE,0,0,0
1981-05-01,final,IE,TR,IRELAND,TURKIYE,0,0,0
1981-05-01,final,IL,TR,ISRAEL,TURKIYE,0,0,0
1981-05-01,final,LU,TR,LUXEMBOURG,TURKIYE,1,0,1
1981-05-01,final,NL,TR,NETHERLANDS,TURKIYE,0,0,0
1981-05-01,final,NO,TR,NORWAY,TURKIYE,0,0,0
1981-05-01,final,PT,TR,PORTUGAL,TURKIYE,0,0,0
1981-05-01,final,SE,TR,SWEDEN,TURKIYE,0,0,0
1981-05-01,final,TR,TR,TURKIYE,TURKIYE,0,0,0
1981-05-01,final,YU,TR,YUGOSLAVIA,TURKIYE,3,0,3
1981-05-01,final,AT,GB,AUSTRIA,UNITED KINGDOM,4,0,4
1981-05-01,final,BE,GB,BELGIUM,UNITED KINGDOM,8,0,8
1981-05-01,final,CH,GB,SWITZERLAND,UNITED KINGDOM,8,0,8
1981-05-01,final,CY,GB,CYPRUS,UNITED KINGDOM,4,0,4
1981-05-01,final,DE,GB,GERMANY,UNITED KINGDOM,4,0,4
1981-05-01,final,DK,GB,DENMARK,UNITED KINGDOM,10,0,10
1981-05-01,final,ES,GB,SPAIN,UNITED KINGDOM,8,0,8
1981-05-01,final,FI,GB,FINLAND,UNITED KINGDOM,3,0,3
1981-05-01,final,FR,GB,FRANCE,UNITED KINGDOM,7,0,7
1981-05-01,final,GB,GB,UNITED KINGDOM,UNITED KINGDOM,0,0,0
1981-05-01,final,GR,GB,GREECE,UNITED KINGDOM,6,0,6
1981-05-01,final,IE,GB,IRELAND,UNITED KINGDOM,10,0,10
1981-05-01,final,IL,GB,ISRAEL,UNITED KINGDOM,12,0,12
1981-05-01,final,LU,GB,LUXEMBOURG,UNITED KINGDOM,5,0,5
1981-05-01,final,NL,GB,NETHERLANDS,UNITED KINGDOM,12,0,12
1981-05-01,final,NO,GB,NORWAY,UNITED KINGDOM,3,0,3
1981-05-01,final,PT,GB,PORTUGAL,UNITED KINGDOM,6,0,6
1981-05-01,final,SE,GB,SWEDEN,UNITED KINGDOM,8,0,8
1981-05-01,final,TR,GB,TURKIYE,UNITED KINGDOM,8,0,8
1981-05-01,final,YU,GB,YUGOSLAVIA,UNITED KINGDOM,10,0,10
1981-05-01,final,AT,YU,AUSTRIA,YUGOSLAVIA,0,0,0
1981-05-01,final,BE,YU,BELGIUM,YUGOSLAVIA,5,0,5
1981-05-01,final,CH,YU,SWITZERLAND,YUGOSLAVIA,10,0,10
1981-05-01,final,CY,YU,CYPRUS,YUGOSLAVIA,3,0,3
1981-05-01,final,DE,YU,GERMANY,YUGOSLAVIA,0,0,0
1981-05-01,final,DK,YU,DENMARK,YUGOSLAVIA,0,0,0
1981-05-01,final,ES,YU,SPAIN,YUGOSLAVIA,0,0,0
1981-05-01,final,FI,YU,FINLAND,YUGOSLAVIA,8,0,8
1981-05-01,final,FR,YU,FRANCE,YUGOSLAVIA,0,0,0
1981-05-01,final,GB,YU,UNITED KINGDOM,YUGOSLAVIA,0,0,0
1981-05-01,final,GR,YU,GREECE,YUGOSLAVIA,2,0,2
1981-05-01,final,IE,YU,IRELAND,YUGOSLAVIA,2,0,2
1981-05-01,final,IL,YU,ISRAEL,YUGOSLAVIA,0,0,0
1981-05-01,final,LU,YU,LUXEMBOURG,YUGOSLAVIA,0,0,0
1981-05-01,final,NL,YU,NETHERLANDS,YUGOSLAVIA,0,0,0
1981-05-01,final,NO,YU,NORWAY,YUGOSLAVIA,1,0,1
1981-05-01,final,PT,YU,PORTUGAL,YUGOSLAVIA,0,0,0
1981-05-01,final,SE,YU,SWEDEN,YUGOSLAVIA,0,0,0
1981-05-01,final,TR,YU,TURKIYE,YUGOSLAVIA,4,0,4
1981-05-01,final,YU,YU,YUGOSLAVIA,YUGOSLAVIA,0,0,0
1982-05-01,final,AT,AT,AUSTRIA,AUSTRIA,0,0,0
1982-05-01,final,BE,AT,BELGIUM,AUSTRIA,6,0,6
1982-05-01,final,CH,AT,SWITZERLAND,AUSTRIA,0,0,0
1982-05-01,final,CY,AT,CYPRUS,AUSTRIA,7,0,7
1982-05-01,final,DE,AT,GERMANY,AUSTRIA,0,0,0
1982-05-01,final,DK,AT,DENMARK,AUSTRIA,6,0,6
1982-05-01,final,ES,AT,SPAIN,AUSTRIA,8,0,8
1982-05-01,final,FI,AT,FINLAND,AUSTRIA,0,0,0
1982-05-01,final,GB,AT,UNITED KINGDOM,AUSTRIA,10,0,10
1982-05-01,final,IE,AT,IRELAND,AUSTRIA,5,0,5
1982-05-01,final,IL,AT,ISRAEL,AUSTRIA,4,0,4
1982-05-01,final,LU,AT,LUXEMBOURG,AUSTRIA,0,0,0
1982-05-01,final,NL,AT,NETHERLANDS,AUSTRIA,0,0,0
1982-05-01,final,NO,AT,NORWAY,AUSTRIA,0,0,0
1982-05-01,final,PT,AT,PORTUGAL,AUSTRIA,0,0,0
1982-05-01,final,SE,AT,SWEDEN,AUSTRIA,0,0,0
1982-05-01,final,TR,AT,TURKIYE,AUSTRIA,7,0,7
1982-05-01,final,YU,AT,YUGOSLAVIA,AUSTRIA,4,0,4
1982-05-01,final,AT,BE,AUSTRIA,BELGIUM,4,0,4
1982-05-01,final,BE,BE,BELGIUM,BELGIUM,0,0,0
1982-05-01,final,CH,BE,SWITZERLAND,BELGIUM,2,0,2
1982-05-01,final,CY,BE,CYPRUS,BELGIUM,8,0,8
1982-05-01,final,DE,BE,GERMANY,BELGIUM,4,0,4
1982-05-01,final,DK,BE,DENMARK,BELGIUM,10,0,10
1982-05-01,final,ES,BE,SPAIN,BELGIUM,10,0,10
1982-05-01,final,FI,BE,FINLAND,BELGIUM,5,0,5
1982-05-01,final,GB,BE,UNITED KINGDOM,BELGIUM,2,0,2
1982-05-01,final,IE,BE,IRELAND,BELGIUM,4,0,4
1982-05-01,final,IL,BE,ISRAEL,BELGIUM,6,0,6
1982-05-01,final,LU,BE,LUXEMBOURG,BELGIUM,5,0,5
1982-05-01,final,NL,BE,NETHERLANDS,BELGIUM,3,0,3
1982-05-01,final,NO,BE,NORWAY,BELGIUM,5,0,5
1982-05-01,final,PT,BE,PORTUGAL,BELGIUM,8,0,8
1982-05-01,final,SE,BE,SWEDEN,BELGIUM,7,0,7
1982-05-01,final,TR,BE,TURKIYE,BELGIUM,6,0,6
1982-05-01,final,YU,BE,YUGOSLAVIA,BELGIUM,7,0,7
1982-05-01,final,AT,CY,AUSTRIA,CYPRUS,5,0,5
1982-05-01,final,BE,CY,BELGIUM,CYPRUS,3,0,3
1982-05-01,final,CH,CY,SWITZERLAND,CYPRUS,8,0,8
1982-05-01,final,CY,CY,CYPRUS,CYPRUS,0,0,0
1982-05-01,final,DE,CY,GERMANY,CYPRUS,6,0,6
1982-05-01,final,DK,CY,DENMARK,CYPRUS,0,0,0
1982-05-01,final,ES,CY,SPAIN,CYPRUS,7,0,7
1982-05-01,final,FI,CY,FINLAND,CYPRUS,8,0,8
1982-05-01,final,GB,CY,UNITED KINGDOM,CYPRUS,3,0,3
1982-05-01,final,IE,CY,IRELAND,CYPRUS,0,0,0
1982-05-01,final,IL,CY,ISRAEL,CYPRUS,7,0,7
1982-05-01,final,LU,CY,LUXEMBOURG,CYPRUS,4,0,4
1982-05-01,final,NL,CY,NETHERLANDS,CYPRUS,12,0,12
1982-05-01,final,NO,CY,NORWAY,CYPRUS,12,0,12
1982-05-01,final,PT,CY,PORTUGAL,CYPRUS,5,0,5
1982-05-01,final,SE,CY,SWEDEN,CYPRUS,0,0,0
1982-05-01,final,TR,CY,TURKIYE,CYPRUS,0,0,0
1982-05-01,final,YU,CY,YUGOSLAVIA,CYPRUS,5,0,5
1982-05-01,final,AT,DK,AUSTRIA,DENMARK,0,0,0
1982-05-01,final,BE,DK,BELGIUM,DENMARK,0,0,0
1982-05-01,final,CH,DK,SWITZERLAND,DENMARK,0,0,0
1982-05-01,final,CY,DK,CYPRUS,DENMARK,0,0,0
1982-05-01,final,DE,DK,GERMANY,DENMARK,0,0,0
1982-05-01,final,DK,DK,DENMARK,DENMARK,0,0,0
1982-05-01,final,ES,DK,SPAIN,DENMARK,0,0,0
1982-05-01,final,FI,DK,FINLAND,DENMARK,0,0,0
1982-05-01,final,GB,DK,UNITED KINGDOM,DENMARK,0,0,0
1982-05-01,final,IE,DK,IRELAND,DENMARK,1,0,1
1982-05-01,final,IL,DK,ISRAEL,DENMARK,0,0,0
1982-05-01,final,LU,DK,LUXEMBOURG,DENMARK,0,0,0
1982-05-01,final,NL,DK,NETHERLANDS,DENMARK,0,0,0
1982-05-01,final,NO,DK,NORWAY,DENMARK,0,0,0
1982-05-01,final,PT,DK,PORTUGAL,DENMARK,3,0,3
1982-05-01,final,SE,DK,SWEDEN,DENMARK,1,0,1
1982-05-01,final,TR,DK,TURKIYE,DENMARK,0,0,0
1982-05-01,final,YU,DK,YUGOSLAVIA,DENMARK,0,0,0
1982-05-01,final,AT,FI,AUSTRIA,FINLAND,0,0,0
1982-05-01,final,BE,FI,BELGIUM,FINLAND,0,0,0
1982-05-01,final,CH,FI,SWITZERLAND,FINLAND,0,0,0
1982-05-01,final,CY,FI,CYPRUS,FINLAND,0,0,0
1982-05-01,final,DE,FI,GERMANY,FINLAND,0,0,0
1982-05-01,final,DK,FI,DENMARK,FINLAND,0,0,0
1982-05-01,final,ES,FI,SPAIN,FINLAND,0,0,0
1982-05-01,final,FI,FI,FINLAND,FINLAND,0,0,0
1982-05-01,final,GB,FI,UNITED KINGDOM,FINLAND,0,0,0
1982-05-01,final,IE,FI,IRELAND,FINLAND,0,0,0
1982-05-01,final,IL,FI,ISRAEL,FINLAND,0,0,0
1982-05-01,final,LU,FI,LUXEMBOURG,FINLAND,0,0,0
1982-05-01,final,NL,FI,NETHERLANDS,FINLAND,0,0,0
1982-05-01,final,NO,FI,NORWAY,FINLAND,0,0,0
1982-05-01,final,PT,FI,PORTUGAL,FINLAND,0,0,0
1982-05-01,final,SE,FI,SWEDEN,FINLAND,0,0,0
1982-05-01,final,TR,FI,TURKIYE,FINLAND,0,0,0
1982-05-01,final,YU,FI,YUGOSLAVIA,FINLAND,0,0,0
1982-05-01,final,AT,DE,AUSTRIA,GERMANY,1,0,1
1982-05-01,final,BE,DE,BELGIUM,GERMANY,10,0,10
1982-05-01,final,CH,DE,SWITZERLAND,GERMANY,12,0,12
1982-05-01,final,CY,DE,CYPRUS,GERMANY,12,0,12
1982-05-01,final,DE,DE,GERMANY,GERMANY,0,0,0
1982-05-01,final,DK,DE,DENMARK,GERMANY,12,0,12
1982-05-01,final,ES,DE,SPAIN,GERMANY,12,0,12
1982-05-01,final,FI,DE,FINLAND,GERMANY,10,0,10
1982-05-01,final,GB,DE,UNITED KINGDOM,GERMANY,8,0,8
1982-05-01,final,IE,DE,IRELAND,GERMANY,12,0,12
1982-05-01,final,IL,DE,ISRAEL,GERMANY,12,0,12
1982-05-01,final,LU,DE,LUXEMBOURG,GERMANY,0,0,0
1982-05-01,final,NL,DE,NETHERLANDS,GERMANY,6,0,6
1982-05-01,final,NO,DE,NORWAY,GERMANY,10,0,10
1982-05-01,final,PT,DE,PORTUGAL,GERMANY,12,0,12
1982-05-01,final,SE,DE,SWEDEN,GERMANY,8,0,8
1982-05-01,final,TR,DE,TURKIYE,GERMANY,12,0,12
1982-05-01,final,YU,DE,YUGOSLAVIA,GERMANY,12,0,12
1982-05-01,final,AT,IE,AUSTRIA,IRELAND,0,0,0
1982-05-01,final,BE,IE,BELGIUM,IRELAND,0,0,0
1982-05-01,final,CH,IE,SWITZERLAND,IRELAND,6,0,6
1982-05-01,final,CY,IE,CYPRUS,IRELAND,5,0,5
1982-05-01,final,DE,IE,GERMANY,IRELAND,3,0,3
1982-05-01,final,DK,IE,DENMARK,IRELAND,5,0,5
1982-05-01,final,ES,IE,SPAIN,IRELAND,3,0,3
1982-05-01,final,FI,IE,FINLAND,IRELAND,0,0,0
1982-05-01,final,GB,IE,UNITED KINGDOM,IRELAND,7,0,7
1982-05-01,final,IE,IE,IRELAND,IRELAND,0,0,0
1982-05-01,final,IL,IE,ISRAEL,IRELAND,3,0,3
1982-05-01,final,LU,IE,LUXEMBOURG,IRELAND,0,0,0
1982-05-01,final,NL,IE,NETHERLANDS,IRELAND,0,0,0
1982-05-01,final,NO,IE,NORWAY,IRELAND,2,0,2
1982-05-01,final,PT,IE,PORTUGAL,IRELAND,1,0,1
1982-05-01,final,SE,IE,SWEDEN,IRELAND,5,0,5
1982-05-01,final,TR,IE,TURKIYE,IRELAND,1,0,1
1982-05-01,final,YU,IE,YUGOSLAVIA,IRELAND,8,0,8
1982-05-01,final,AT,IL,AUSTRIA,ISRAEL,7,0,7
1982-05-01,final,BE,IL,BELGIUM,ISRAEL,7,0,7
1982-05-01,final,CH,IL,SWITZERLAND,ISRAEL,10,0,10
1982-05-01,final,CY,IL,CYPRUS,ISRAEL,2,0,2
1982-05-01,final,DE,IL,GERMANY,ISRAEL,12,0,12
1982-05-01,final,DK,IL,DENMARK,ISRAEL,1,0,1
1982-05-01,final,ES,IL,SPAIN,ISRAEL,6,0,6
1982-05-01,final,FI,IL,FINLAND,ISRAEL,12,0,12
1982-05-01,final,GB,IL,UNITED KINGDOM,ISRAEL,1,0,1
1982-05-01,final,IE,IL,IRELAND,ISRAEL,0,0,0
1982-05-01,final,IL,IL,ISRAEL,ISRAEL,0,0,0
1982-05-01,final,LU,IL,LUXEMBOURG,ISRAEL,10,0,10
1982-05-01,final,NL,IL,NETHERLANDS,ISRAEL,8,0,8
1982-05-01,final,NO,IL,NORWAY,ISRAEL,1,0,1
1982-05-01,final,PT,IL,PORTUGAL,ISRAEL,10,0,10
1982-05-01,final,SE,IL,SWEDEN,ISRAEL,10,0,10
1982-05-01,final,TR,IL,TURKIYE,ISRAEL,0,0,0
1982-05-01,final,YU,IL,YUGOSLAVIA,ISRAEL,3,0,3
1982-05-01,final,AT,LU,AUSTRIA,LUXEMBOURG,2,0,2
1982-05-01,final,BE,LU,BELGIUM,LUXEMBOURG,8,0,8
1982-05-01,final,CH,LU,SWITZERLAND,LUXEMBOURG,0,0,0
1982-05-01,final,CY,LU,CYPRUS,LUXEMBOURG,0,0,0
1982-05-01,final,DE,LU,GERMANY,LUXEMBOURG,8,0,8
1982-05-01,final,DK,LU,DENMARK,LUXEMBOURG,4,0,4
1982-05-01,final,ES,LU,SPAIN,LUXEMBOURG,5,0,5
